epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,1652.25,0.31445,8.86573,0,0.24375,0.93926,0.99925,1,0.995,0.98481,0.95643,0.95714,0.97284,0.46225,4.20543,4.80882,0,1.83488,6.01896,0.00149312,0.00149312,0.00149312
130,1666.71,0.2937,8.61345,0,0.23009,0.92641,0.99914,1,0.995,0.98619,0.95632,0.95714,0.96911,0.47294,4.14839,4.7465,0,1.60293,6.32827,0.00148916,0.00148916,0.00148916
131,1680.97,0.28179,8.62806,0,0.22347,0.92466,0.99925,1,0.995,0.92775,0.87372,0.87143,0.8766,0.30231,4.25879,5.51096,0,1.81843,6.74521,0.0014852,0.0014852,0.0014852
132,1693.53,0.27347,8.81564,0,0.21347,0.93328,0.99923,1,0.995,0.9838,0.92836,0.92857,0.95646,0.40953,4.10874,5.50431,0,1.72747,6.64384,0.00148124,0.00148124,0.00148124
133,1705.36,0.27757,8.01542,0,0.2216,0.92712,0.9992,1,0.995,0.98327,0.94237,0.94286,0.96395,0.47018,4.0879,5.06694,0,1.71593,6.58336,0.00147728,0.00147728,0.00147728
134,1717.71,0.28529,9.07035,0,0.22622,0.93277,0.99927,1,0.995,0.96387,0.95642,0.95714,0.97217,0.46735,4.08734,6.10684,0,1.68045,6.59612,0.00147332,0.00147332,0.00147332
135,1730.62,0.29008,8.67354,0,0.22581,0.93642,0.99915,1,0.995,0.94704,0.91351,0.91429,0.90591,0.29368,4.11326,5.93642,0,1.56541,6.33444,0.00146936,0.00146936,0.00146936
136,1741.85,0.25948,8.20786,0,0.21624,0.92186,0.89383,1,0.99397,0.96587,0.85528,0.95714,0.96138,0.45215,4.16355,5.45772,0,1.68158,6.51655,0.0014654,0.0014654,0.0014654
137,1754.33,0.27334,8.44807,0,0.21827,0.9329,0.99912,1,0.995,0.97731,0.9563,0.95714,0.97126,0.44491,4.08024,4.72359,0,1.59361,6.41207,0.00146144,0.00146144,0.00146144
138,1765.51,0.26923,8.98839,0,0.219,0.93747,0.99927,1,0.995,0.98594,0.545,0.54286,0.44305,0.07193,4.09829,5.06023,0,1.68957,6.29473,0.00145748,0.00145748,0.00145748
139,1779,0.26641,8.72081,0,0.21217,0.92024,0.99935,1,0.995,0.99157,0.59186,0.58571,0.44749,0.11566,4.11938,5.32949,0,1.7148,6.16493,0.00145352,0.00145352,0.00145352
140,1791.39,0.27139,8.92705,0,0.21506,0.93037,0.99955,1,0.995,0.95452,0.63607,0.62857,0.64545,0.20972,4.16176,5.20066,0,1.83271,6.2986,0.00144956,0.00144956,0.00144956
141,1803.38,0.27911,8.91282,0,0.21859,0.93077,0.99924,1,0.995,0.97974,0.12983,0.12857,0.08957,0.01524,4.19104,7.10801,0,1.89167,6.60443,0.0014456,0.0014456,0.0014456
142,1816.39,0.28528,8.52194,0,0.21768,0.93405,0.99877,1,0.995,0.97129,0.64109,0.64286,0.5315,0.16861,4.14803,5.39522,0,1.78117,6.46829,0.00144164,0.00144164,0.00144164
143,1827.53,0.2718,8.94755,0,0.21232,0.93165,1,0.99933,0.995,0.97251,0.69956,0.7,0.59408,0.17217,4.11468,5.33757,0,1.66897,6.56807,0.00143768,0.00143768,0.00143768
144,1840.58,0.26906,8.41646,0,0.20948,0.92855,0.99976,1,0.995,0.98042,0.60744,0.6,0.49445,0.09063,4.10791,5.40735,0,1.65328,6.55021,0.00143372,0.00143372,0.00143372
145,1852.55,0.27202,8.75791,0,0.21372,0.92124,0.99546,0.98571,0.99459,0.98041,0.43293,0.42857,0.37738,0.07415,4.20798,5.23511,0,1.68455,6.28809,0.00142976,0.00142976,0.00142976
146,1864.21,0.26933,8.62204,0,0.21467,0.92418,0.99593,0.98571,0.99459,0.98595,0.10117,0.1,0.04837,0.02037,4.19818,5.83273,0,1.81081,6.41309,0.0014258,0.0014258,0.0014258
147,1877.23,0.26357,8.42011,0,0.20669,0.91701,0.8968,1,0.98069,0.97255,0.65384,0.72857,0.6251,0.11815,4.19745,5.08221,0,1.95027,6.56128,0.00142184,0.00142184,0.00142184
148,1888.78,0.2643,8.36879,0,0.21143,0.91256,0.99479,1,0.995,0.98678,0.93763,0.94286,0.94533,0.27662,4.1686,4.72223,0,1.82693,6.35946,0.00141788,0.00141788,0.00141788
149,1900.75,0.25416,8.41225,0,0.20882,0.91855,0.99924,1,0.995,0.99122,0.55671,0.55714,0.42807,0.09242,4.11669,4.97956,0,1.7605,6.36671,0.00141392,0.00141392,0.00141392
150,1915.61,0.25602,8.23163,0,0.21155,0.91933,0.99923,1,0.995,0.99108,0.71371,0.71429,0.61518,0.13711,4.14331,4.86083,0,1.69837,6.23248,0.00140996,0.00140996,0.00140996
151,1929.31,0.26155,8.82559,0,0.20736,0.92001,0.99922,1,0.995,0.99005,0.95639,0.95714,0.96417,0.4419,4.14325,4.47381,0,1.71406,6.18536,0.001406,0.001406,0.001406
152,1942.78,0.24508,8.52618,0,0.19938,0.91774,0.99919,1,0.995,0.99179,0.92782,0.92857,0.9487,0.38628,4.12099,4.61026,0,1.63299,6.19634,0.00140204,0.00140204,0.00140204
153,1954.54,0.26538,8.83171,0,0.1961,0.92578,0.99921,1,0.995,0.98817,0.95639,0.95714,0.97148,0.40505,4.1015,4.65173,0,1.60233,6.01006,0.00139808,0.00139808,0.00139808
154,1968.17,0.26927,8.74959,0,0.20728,0.92273,0.99926,1,0.995,0.99357,0.92787,0.92857,0.94874,0.36472,4.12492,4.75559,0,1.41599,5.88748,0.00139412,0.00139412,0.00139412
155,1980.11,0.2539,8.8004,0,0.20222,0.91332,0.99932,1,0.995,0.98727,0.89516,0.88571,0.91648,0.30769,4.09802,4.74031,0,1.52432,5.88689,0.00139016,0.00139016,0.00139016
156,1993.12,0.24896,8.72209,0,0.1966,0.91925,0.99934,1,0.995,0.99448,0.9565,0.95714,0.9753,0.37328,4.06776,4.53016,0,1.77281,5.88689,0.0013862,0.0013862,0.0013862
157,2006.11,0.25391,8.11499,0,0.20656,0.90032,1,1,0.995,0.98887,0.91429,0.91429,0.93445,0.34233,4.10876,4.55571,0,1.66969,5.9485,0.00138224,0.00138224,0.00138224
158,2018.86,0.28265,8.61249,0,0.21626,0.94219,0.99949,1,0.995,0.99346,0.95661,0.95714,0.97278,0.40131,4.10027,4.44803,0,1.64902,6.10353,0.00137828,0.00137828,0.00137828
159,2032.49,0.2723,8.37912,0,0.21621,0.91859,0.99923,1,0.995,0.99099,0.95639,0.95714,0.97272,0.43468,4.09157,4.46022,0,1.58946,6.15434,0.00137432,0.00137432,0.00137432
160,2044.58,0.25492,8.84346,0,0.19996,0.92796,0.99914,1,0.995,0.99377,0.9563,0.95714,0.97085,0.41769,4.14526,4.46982,0,1.82255,6.09608,0.00137036,0.00137036,0.00137036
161,2059.34,0.26649,8.56228,0,0.20863,0.93478,0.99945,1,0.995,0.99211,0.94229,0.94286,0.95708,0.36862,4.0906,4.53533,0,1.64682,5.74651,0.0013664,0.0013664,0.0013664
162,2071.28,0.25309,8.54463,0,0.2034,0.91876,0.99633,1,0.995,0.98617,0.9392,0.94286,0.95728,0.4131,4.1611,4.57566,0,2.0089,6.0908,0.00136244,0.00136244,0.00136244
163,2083.95,0.26329,8.88972,0,0.20982,0.92629,0.99909,1,0.995,0.99246,0.89761,0.88571,0.91423,0.33682,4.15086,4.56538,0,1.70008,6.05722,0.00135848,0.00135848,0.00135848
164,2097.44,0.24333,8.60574,0,0.20815,0.91095,0.99935,1,0.995,0.99234,0.9422,0.94286,0.95614,0.36036,4.10377,4.58907,0,1.5178,6.40016,0.00135452,0.00135452,0.00135452
165,2110.11,0.26068,8.49218,0,0.20938,0.92494,0.99913,1,0.995,0.97317,0.67542,0.64286,0.61039,0.17628,4.13158,5.2417,0,1.73082,6.45563,0.00135056,0.00135056,0.00135056
166,2121.3,0.27314,8.38251,0,0.21681,0.90981,0.99921,1,0.995,0.98257,0.91356,0.91429,0.90413,0.30676,4.05184,4.61272,0,1.54935,6.44793,0.0013466,0.0013466,0.0013466
167,2133.13,0.28593,8.44855,0,0.2123,0.92784,0.99926,1,0.995,0.98235,0.92787,0.92857,0.92698,0.41299,4.091,4.52148,0,1.54582,6.61247,0.00134264,0.00134264,0.00134264
168,2144.4,0.26097,8.07054,0,0.21458,0.91626,0.99919,1,0.995,0.98912,0.95635,0.95714,0.97089,0.43245,4.07368,4.49308,0,1.48701,6.32943,0.00133868,0.00133868,0.00133868
169,2156.45,0.26213,8.56374,0,0.21414,0.91917,1,0.99954,0.995,0.98441,0.95713,0.9568,0.96648,0.44065,4.10333,4.57328,0,1.5335,6.22552,0.00133472,0.00133472,0.00133472
170,2168.57,0.25335,7.99178,0,0.20369,0.9156,0.99614,0.98571,0.99459,0.9828,0.95275,0.94286,0.96709,0.44991,4.12078,4.63201,0,1.86394,6.48705,0.00133076,0.00133076,0.00133076
171,2180.4,0.24193,8.41476,0,0.19837,0.9099,0.89683,1,0.98919,0.97229,0.85838,0.95714,0.96003,0.44205,4.1558,4.52588,0,1.81953,6.60081,0.0013268,0.0013268,0.0013268
172,2193,0.2647,7.97336,0,0.1995,0.92141,0.92851,1,0.9924,0.91606,0.86944,0.95714,0.93769,0.41399,4.13565,4.52906,0,1.72059,6.54543,0.00132284,0.00132284,0.00132284
173,2206.18,0.24938,8.40463,0,0.19814,0.91035,0.99841,1,0.995,0.99242,0.94181,0.94286,0.961,0.43685,4.10672,4.52957,0,1.66198,6.55233,0.00131888,0.00131888,0.00131888
174,2217.4,0.25827,8.69981,0,0.20138,0.91114,0.99921,1,0.995,0.98999,0.95638,0.95714,0.96976,0.44413,4.0178,4.49861,0,1.51125,6.09011,0.00131492,0.00131492,0.00131492
175,2230.38,0.2301,8.17334,0,0.18814,0.90471,0.99921,1,0.995,0.99386,0.95639,0.95714,0.9747,0.45941,4.06493,4.45382,0,1.68637,6.25643,0.00131096,0.00131096,0.00131096
176,2243.93,0.23881,7.97728,0,0.19626,0.90023,0.99921,1,0.995,0.9907,0.95638,0.95714,0.97212,0.44373,4.04236,4.44424,0,1.5827,6.34812,0.001307,0.001307,0.001307
177,2257.95,0.24197,8.38264,0,0.20173,0.90919,0.99915,1,0.995,0.98778,0.95631,0.95714,0.97203,0.45462,4.07308,4.58828,0,1.63374,6.40152,0.00130304,0.00130304,0.00130304
178,2269.92,0.23515,8.47816,0,0.19428,0.89981,0.99913,1,0.995,0.98678,0.95626,0.95714,0.96937,0.42875,4.0961,4.54077,0,1.61503,6.06329,0.00129908,0.00129908,0.00129908
179,2281.62,0.237,8.43158,0,0.19711,0.91698,0.99913,1,0.995,0.98694,0.91349,0.91429,0.93701,0.40886,4.15564,4.75221,0,1.76369,6.54366,0.00129512,0.00129512,0.00129512
180,2294.58,0.249,8.52684,0,0.19959,0.91143,0.99903,1,0.995,0.97755,0.95622,0.95714,0.96802,0.46226,4.10348,4.69728,0,1.61902,6.5599,0.00129116,0.00129116,0.00129116
181,2307.77,0.24271,8.44392,0,0.19723,0.89549,0.99919,1,0.995,0.99368,0.95637,0.95714,0.96838,0.43755,4.09311,4.4749,0,1.64845,6.54054,0.0012872,0.0012872,0.0012872
182,2319.62,0.22688,8.74648,0,0.19298,0.89852,0.98769,1,0.995,0.95372,0.94296,0.95714,0.96848,0.41207,4.12676,4.57992,0,1.67347,6.52923,0.00128324,0.00128324,0.00128324
183,2332.02,0.23161,8.42347,0,0.19172,0.91442,0.99808,1,0.995,0.98772,0.95531,0.95714,0.96782,0.45928,4.1272,4.64063,0,1.7424,6.38871,0.00127928,0.00127928,0.00127928
184,2343.38,0.22402,8.55587,0,0.19113,0.89282,0.99924,1,0.995,0.98828,0.94253,0.94286,0.96288,0.46021,4.06249,4.64853,0,1.68393,6.0889,0.00127532,0.00127532,0.00127532
185,2356.91,0.2216,8.16051,0,0.18597,0.89776,0.99923,1,0.995,0.99451,0.94213,0.94286,0.96249,0.44357,4.07742,4.47608,0,1.80279,5.98815,0.00127136,0.00127136,0.00127136
186,2368.48,0.22338,8.30717,0,0.18994,0.89437,0.9992,1,0.995,0.99207,0.95638,0.95714,0.96956,0.45981,4.08938,4.53333,0,1.64575,5.96395,0.0012674,0.0012674,0.0012674
187,2381.69,0.23172,8.03918,0,0.18821,0.90963,0.9993,1,0.995,0.97564,0.94216,0.94286,0.96073,0.43167,4.10095,4.45779,0,1.5575,6.23841,0.00126344,0.00126344,0.00126344
188,2395.96,0.22846,8.28711,0,0.19489,0.91008,1,1,0.995,0.995,0.94286,0.94286,0.96237,0.44597,4.05058,4.44643,0,1.60707,6.32762,0.00125948,0.00125948,0.00125948
189,2411.36,0.23136,8.26188,0,0.19318,0.90297,0.99923,1,0.995,0.995,0.95641,0.95714,0.97413,0.4128,4.0771,4.51014,0,1.61209,6.44027,0.00125552,0.00125552,0.00125552
190,2423.46,0.21497,8.17391,0,0.1882,0.89836,0.99924,1,0.995,0.99164,0.89937,0.9,0.93876,0.32694,4.01263,4.62041,0,1.71721,6.41306,0.00125156,0.00125156,0.00125156
191,2435.23,0.21773,8.3033,0,0.18352,0.90789,0.99924,1,0.995,0.99454,0.87098,0.87143,0.90268,0.26554,4.06311,4.80212,0,1.83775,6.24849,0.0012476,0.0012476,0.0012476
192,2447.03,0.22463,8.54432,0,0.18781,0.90115,0.99152,1,0.995,0.9945,0.89237,0.9,0.91794,0.28591,4.08832,4.75435,0,1.7092,6.16702,0.00124364,0.00124364,0.00124364
193,2459.93,0.23498,8.38253,0,0.19734,0.90454,0.99395,1,0.995,0.9835,0.87859,0.88571,0.88203,0.32877,4.08282,4.74741,0,1.59729,6.25235,0.00123968,0.00123968,0.00123968
194,2471.34,0.2364,8.45538,0,0.19406,0.90118,0.98932,0.97143,0.99458,0.98749,0.77536,0.78571,0.71845,0.24454,4.14568,4.68931,0,1.68835,6.09697,0.00123572,0.00123572,0.00123572
195,2483.21,0.25006,8.49578,0,0.19636,0.91723,0.99933,1,0.995,0.99247,0.895,0.88571,0.92641,0.33663,4.13538,4.61842,0,1.64238,6.21633,0.00123176,0.00123176,0.00123176
196,2495.68,0.22234,8.63833,0,0.19245,0.91021,0.99922,1,0.995,0.99274,0.94213,0.94286,0.96148,0.37504,4.08883,4.69832,0,1.67626,6.48685,0.0012278,0.0012278,0.0012278
197,2508.59,0.23377,8.43834,0,0.18541,0.90409,0.99827,1,0.995,0.99387,0.95549,0.95714,0.97053,0.45455,4.10768,4.44966,0,1.60488,6.39294,0.00122384,0.00122384,0.00122384
198,2521.6,0.22511,8.26622,0,0.18362,0.90526,0.99648,1,0.995,0.98247,0.9537,0.95714,0.97087,0.45832,4.12667,4.46292,0,1.89405,6.20774,0.00121988,0.00121988,0.00121988
199,2535.39,0.21439,7.80315,0,0.18041,0.90006,0.99433,1,0.995,0.99457,0.93764,0.94286,0.96298,0.4332,4.14921,4.47198,0,1.84767,6.54301,0.00121592,0.00121592,0.00121592
200,2547.89,0.21775,8.05589,0,0.17385,0.9044,0.999,1,0.995,0.98903,0.94192,0.94286,0.95868,0.36515,4.14425,4.46254,0,1.81943,6.60667,0.00121196,0.00121196,0.00121196
201,2561.25,0.25539,8.60372,0,0.19737,0.9163,0.99704,1,0.995,0.97955,0.94057,0.94286,0.96076,0.42913,4.13782,4.44879,0,1.69498,6.46926,0.001208,0.001208,0.001208
202,2576.68,0.26202,8.35427,0,0.19956,0.91996,0.98547,1,0.995,0.99451,0.91731,0.91429,0.92061,0.3355,4.14186,4.53608,0,1.67647,6.42366,0.00120404,0.00120404,0.00120404
203,2596.17,0.26783,8.46449,0,0.20091,0.91514,0.9842,1,0.995,0.98624,0.94202,0.95714,0.95874,0.41698,4.13877,4.48771,0,1.72988,6.31486,0.00120008,0.00120008,0.00120008
204,2609.44,0.247,8.27175,0,0.19082,0.9087,0.97033,1,0.995,0.98356,0.92875,0.95714,0.96095,0.44547,4.1782,4.64105,0,2.02275,6.47642,0.00119612,0.00119612,0.00119612
205,2620.7,0.24115,8.59323,0,0.19356,0.90091,0.99012,1,0.995,0.99148,0.94769,0.95714,0.95934,0.43489,4.15902,4.63855,0,1.91209,6.45287,0.00119216,0.00119216,0.00119216
206,2632.28,0.21505,8.14635,0,0.18529,0.90391,0.99643,1,0.995,0.98985,0.95373,0.95714,0.9655,0.44698,4.14102,4.58099,0,1.82837,6.70737,0.0011882,0.0011882,0.0011882
207,2645.75,0.19998,7.79421,0,0.17338,0.89317,0.98568,1,0.995,0.99107,0.92884,0.94286,0.95971,0.41286,4.15512,4.58873,0,1.81263,6.87854,0.00118424,0.00118424,0.00118424
208,2659.44,0.22378,8.16447,0,0.18475,0.90482,0.9855,1,0.995,0.99368,0.90101,0.91429,0.89571,0.39955,4.10784,4.51524,0,1.68232,6.59305,0.00118028,0.00118028,0.00118028
209,2671.41,0.21417,8.52803,0,0.1846,0.89899,0.98577,1,0.995,0.995,0.92944,0.94286,0.94804,0.43017,4.08093,4.48154,0,1.65451,6.50085,0.00117632,0.00117632,0.00117632
210,2684.94,0.21635,8.20173,0,0.18704,0.9076,0.99922,1,0.995,0.98529,0.94213,0.94286,0.96216,0.4395,4.1097,4.52778,0,1.75462,6.52847,0.00117236,0.00117236,0.00117236
211,2697.35,0.20442,8.24976,0,0.17269,0.89161,0.99867,1,0.995,0.99461,0.95587,0.95714,0.97134,0.45812,4.10357,4.4148,0,1.80694,6.57463,0.0011684,0.0011684,0.0011684
212,2711.42,0.20859,8.74756,0,0.17909,0.90724,0.99922,1,0.995,0.97813,0.9564,0.95714,0.97081,0.45291,4.13364,4.44168,0,1.64935,6.41955,0.00116444,0.00116444,0.00116444
213,2723.98,0.20931,7.96256,0,0.18189,0.90868,0.99859,1,0.995,0.99298,0.95577,0.95714,0.97243,0.44211,4.12449,4.41756,0,1.73481,6.12721,0.00116048,0.00116048,0.00116048
214,2735.77,0.20372,8.00831,0,0.16975,0.886,0.99922,1,0.995,0.99367,0.94212,0.94286,0.96072,0.43463,4.12979,4.44308,0,1.83794,5.8585,0.00115652,0.00115652,0.00115652
215,2747.79,0.20031,8.40135,0,0.17221,0.89641,0.99924,1,0.995,0.9911,0.94642,0.94286,0.95533,0.36538,4.12659,4.44955,0,1.8505,6.18312,0.00115256,0.00115256,0.00115256
216,2761.23,0.21821,8.63833,0,0.17663,0.90618,0.99937,1,0.995,0.995,0.95652,0.95714,0.96997,0.43517,4.08219,4.5053,0,1.62351,6.45393,0.0011486,0.0011486,0.0011486
217,2773.17,0.22656,7.8716,0,0.18951,0.91024,0.99904,1,0.995,0.99378,0.95623,0.95714,0.96673,0.43349,4.08694,4.51526,0,1.74723,6.66932,0.00114464,0.00114464,0.00114464
218,2785.04,0.21741,8.0767,0,0.18205,0.89169,0.99922,1,0.995,0.99342,0.9564,0.95714,0.96705,0.46087,4.10504,4.56184,0,1.84033,6.73339,0.00114068,0.00114068,0.00114068
219,2804.25,0.22535,8.13224,0,0.18487,0.90325,0.98825,1,0.995,0.98635,0.92886,0.94286,0.95512,0.44416,4.16643,4.69803,0,1.75538,6.36251,0.00113672,0.00113672,0.00113672
220,2815.94,0.22093,8.2341,0,0.18968,0.91048,0.98576,1,0.995,0.97796,0.94349,0.95714,0.94297,0.4433,4.11021,4.73896,0,1.63829,6.30067,0.00113276,0.00113276,0.00113276
221,2829.99,0.21556,8.14774,0,0.18611,0.90934,0.98478,1,0.99486,0.98892,0.94258,0.95714,0.96915,0.43819,4.12448,4.51588,0,1.68405,6.26092,0.0011288,0.0011288,0.0011288
222,2841.97,0.22084,8.42857,0,0.18272,0.90342,1,1,0.995,0.99389,0.95714,0.95714,0.97159,0.47342,4.11984,4.62074,0,1.77696,6.13856,0.00112484,0.00112484,0.00112484
223,2864.44,0.21913,8.10436,0,0.17904,0.8984,0.99923,1,0.995,0.995,0.95641,0.95714,0.96785,0.46529,4.11338,4.6516,0,1.67659,6.14155,0.00112088,0.00112088,0.00112088
224,2875.73,0.22422,8.19902,0,0.18861,0.8951,0.98489,1,0.995,0.98804,0.94268,0.95714,0.97104,0.4532,4.13494,4.63547,0,1.64203,6.48845,0.00111692,0.00111692,0.00111692
225,2888.98,0.25849,8.44461,0,0.19062,0.91019,0.98554,1,0.995,0.98568,0.9293,0.94286,0.96347,0.42424,4.12783,4.53141,0,1.6828,6.61058,0.00111296,0.00111296,0.00111296
226,2902.2,0.26151,8.31499,0,0.19443,0.90907,0.9992,1,0.995,0.995,0.91356,0.91429,0.94315,0.43559,4.08942,4.46865,0,1.71031,6.46253,0.001109,0.001109,0.001109
227,2914.35,0.21716,8.3399,0,0.18203,0.892,0.99921,1,0.995,0.9785,0.95639,0.95714,0.97107,0.46044,4.18295,4.56487,0,1.76368,6.50623,0.00110504,0.00110504,0.00110504
228,2927.99,0.23406,8.45933,0,0.18353,0.90223,1,0.99631,0.995,0.98675,0.957,0.95382,0.97259,0.46032,4.15809,4.76114,0,1.72291,6.53421,0.00110108,0.00110108,0.00110108
229,2941.62,0.21857,7.81162,0,0.18134,0.88927,1,0.99895,0.995,0.93528,0.9571,0.95609,0.97098,0.47115,4.2419,4.79481,0,1.93835,6.85528,0.00109712,0.00109712,0.00109712
230,2954.44,0.22186,8.16208,0,0.1771,0.90379,0.99924,1,0.995,0.9155,0.95639,0.95714,0.97211,0.46187,4.19426,4.96241,0,1.69471,6.72022,0.00109316,0.00109316,0.00109316
231,2966.36,0.20787,8.03417,0,0.17641,0.90328,0.99925,1,0.995,0.99257,0.95643,0.95714,0.97126,0.47217,4.15615,5.15428,0,1.73325,6.54221,0.0010892,0.0010892,0.0010892
232,2978.65,0.23489,8.27285,0,0.18858,0.91649,0.99924,1,0.995,0.90307,0.9564,0.95714,0.96992,0.45305,4.1861,5.24448,0,1.55909,6.65224,0.00108524,0.00108524,0.00108524
233,2992.71,0.2163,8.72156,0,0.17933,0.89978,0.99936,1,0.995,0.98793,0.95651,0.95714,0.97079,0.47638,4.10635,4.8891,0,1.61288,6.49207,0.00108128,0.00108128,0.00108128
234,3005.22,0.22402,7.94991,0,0.17588,0.89318,0.9993,1,0.995,0.97701,0.95645,0.95714,0.97071,0.45491,4.1387,4.79248,0,1.66097,6.5585,0.00107732,0.00107732,0.00107732
235,3019.36,0.21081,7.99217,0,0.17422,0.89936,0.99935,1,0.995,0.97689,0.9565,0.95714,0.97,0.46028,4.18029,4.8533,0,1.89866,6.68726,0.00107336,0.00107336,0.00107336
236,3032.89,0.19441,8.72017,0,0.17229,0.90182,0.99933,1,0.995,0.97885,0.95648,0.95714,0.96829,0.46093,4.13361,4.76159,0,1.93039,6.48995,0.0010694,0.0010694,0.0010694
237,3046.93,0.18766,7.90117,0,0.16654,0.87317,0.99939,1,0.995,0.98449,0.95647,0.95714,0.96983,0.46078,4.18985,4.55285,0,1.90661,6.59508,0.00106544,0.00106544,0.00106544
238,3060.37,0.18018,8.20431,0,0.16591,0.88232,0.99958,1,0.995,0.97906,0.92801,0.92857,0.93602,0.39972,4.19736,4.72063,0,1.72946,6.33956,0.00106148,0.00106148,0.00106148
239,3073,0.19541,8.18911,0,0.17273,0.89331,0.99923,1,0.995,0.97579,0.95638,0.95714,0.97056,0.45471,4.15559,4.74112,0,1.76354,6.29339,0.00105752,0.00105752,0.00105752
240,3084.74,0.18957,7.8172,0,0.17009,0.90759,0.99922,1,0.995,0.9846,0.9564,0.95714,0.97189,0.4707,4.14267,4.6965,0,1.82857,6.66969,0.00105356,0.00105356,0.00105356
241,3096.79,0.18412,7.95837,0,0.16119,0.89204,0.99923,1,0.995,0.99355,0.9564,0.95714,0.97301,0.4703,4.12276,4.92537,0,1.83121,6.55601,0.0010496,0.0010496,0.0010496
242,3108.76,0.17949,7.9021,0,0.16461,0.88519,0.99874,1,0.995,0.97635,0.95591,0.95714,0.97326,0.46779,4.17962,4.74155,0,1.82797,6.56002,0.00104564,0.00104564,0.00104564
243,3122.17,0.20374,8.11624,0,0.17615,0.8939,0.99925,1,0.995,0.97788,0.92786,0.92857,0.9263,0.43095,4.15622,4.56004,0,1.70859,6.30213,0.00104168,0.00104168,0.00104168
244,3135.07,0.1946,8.3181,0,0.1744,0.90235,0.99926,1,0.995,0.99433,0.94214,0.94286,0.95878,0.44208,4.11826,4.72825,0,1.65881,6.26955,0.00103772,0.00103772,0.00103772
245,3148.62,0.20131,8.34083,0,0.17269,0.90163,0.99941,1,0.995,0.99125,0.91371,0.91429,0.93694,0.443,4.08768,4.62368,0,1.84125,6.28242,0.00103376,0.00103376,0.00103376
246,3162.23,0.19371,8.05368,0,0.17051,0.88817,1,1,0.995,0.97455,0.95714,0.95714,0.96787,0.41592,4.11525,4.60533,0,1.65679,6.55497,0.0010298,0.0010298,0.0010298
247,3174.1,0.20435,8.057,0,0.17286,0.88525,0.99931,1,0.995,0.97875,0.93479,0.92857,0.94944,0.43703,4.12607,4.5623,0,1.81709,6.80748,0.00102584,0.00102584,0.00102584
248,3185.78,0.20591,7.98777,0,0.17079,0.89433,0.99929,1,0.995,0.98397,0.95645,0.95714,0.96592,0.44269,4.1169,4.49027,0,1.7982,6.77534,0.00102188,0.00102188,0.00102188
249,3198.53,0.19685,7.87118,0,0.17016,0.8812,0.99934,1,0.995,0.98846,0.94361,0.95622,0.97497,0.44196,4.11047,4.46195,0,1.71364,6.60671,0.00101792,0.00101792,0.00101792
250,3210.56,0.20073,8.27178,0,0.16778,0.89674,0.99933,1,0.995,0.97785,0.95597,0.94286,0.97441,0.43629,4.13509,4.48144,0,1.678,6.54837,0.00101396,0.00101396,0.00101396
251,3223.45,0.19053,7.92092,0,0.16476,0.89685,0.99895,1,0.995,0.99373,1,0.92726,0.97456,0.46317,4.12947,4.47211,0,1.79725,6.57134,0.00101,0.00101,0.00101
252,3235.44,0.20806,7.95303,0,0.1749,0.88379,0.9989,1,0.995,0.99461,1,0.9253,0.97402,0.39139,4.12903,4.53861,0,1.749,6.6801,0.00100604,0.00100604,0.00100604
253,3248.9,0.20819,7.99629,0,0.16622,0.90156,0.9995,1,0.995,0.9905,0.95662,0.95714,0.97484,0.46537,4.14851,4.51761,0,1.80329,6.75834,0.00100208,0.00100208,0.00100208
254,3262.33,0.20265,8.06134,0,0.16786,0.89552,0.99938,1,0.995,0.995,0.95653,0.95714,0.97428,0.4695,4.08105,4.44398,0,1.72838,6.75189,0.00099812,0.00099812,0.00099812
255,3275.18,0.23643,8.1926,0,0.18366,0.9219,0.99936,1,0.995,0.98819,0.95648,0.95714,0.97233,0.41641,4.14206,4.40656,0,1.73357,6.78287,0.00099416,0.00099416,0.00099416
256,3287.05,0.22066,8.25708,0,0.1748,0.88519,0.99878,1,0.995,0.99344,0.95594,0.95714,0.96967,0.44405,4.09495,4.46354,0,1.69352,6.61761,0.0009902,0.0009902,0.0009902
257,3298.95,0.18938,7.97992,0,0.16164,0.88917,0.99907,1,0.995,0.99369,0.9562,0.95714,0.96951,0.44806,4.11691,4.42313,0,1.87137,6.52444,0.00098624,0.00098624,0.00098624
258,3311.06,0.19787,8.6235,0,0.16284,0.8958,0.99454,1,0.995,0.99124,0.95712,0.9566,0.97311,0.42577,4.1365,4.43398,0,1.85045,6.75791,0.00098228,0.00098228,0.00098228
259,3322.25,0.19352,8.48203,0,0.16406,0.89093,0.98565,1,0.995,0.98444,0.94341,0.95714,0.97096,0.44866,4.13449,4.41912,0,1.88444,6.70556,0.00097832,0.00097832,0.00097832
