epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
260,3333.54,0.19488,8.24492,0,0.16335,0.88094,0.9992,1,0.995,0.98372,0.95638,0.95714,0.97195,0.44153,4.13432,4.43574,0,1.81673,6.47883,0.00097436,0.00097436,0.00097436
261,3345.02,0.20813,8.07696,0,0.17331,0.89666,0.9926,1,0.995,0.99375,0.94987,0.95714,0.97134,0.39803,4.1104,4.48921,0,1.78371,6.45113,0.0009704,0.0009704,0.0009704
262,3359.11,0.21067,7.63942,0,0.1698,0.88963,0.90904,1,0.99177,0.99177,0.85692,0.94286,0.9125,0.35983,4.12274,4.49577,0,1.78107,6.68719,0.00096644,0.00096644,0.00096644
263,3373.11,0.19904,7.98624,0,0.16995,0.88627,0.9918,1,0.995,0.99292,0.92055,0.92857,0.8957,0.38348,4.10265,4.46296,0,1.80467,6.68888,0.00096248,0.00096248,0.00096248
264,3384.83,0.20946,7.59587,0,0.17327,0.89747,0.99917,1,0.995,0.995,0.95635,0.95714,0.95778,0.41661,4.11777,4.43591,0,1.73558,6.42096,0.00095852,0.00095852,0.00095852
265,3396.95,0.20803,8.33413,0,0.17166,0.9025,0.99923,1,0.995,0.99379,0.95641,0.95714,0.96362,0.42104,4.10269,4.41366,0,1.81411,6.51656,0.00095456,0.00095456,0.00095456
266,3409.59,0.18499,8.27939,0,0.16131,0.88498,0.99924,1,0.995,0.9937,0.92786,0.92857,0.93665,0.42668,4.08892,4.45006,0,1.79783,6.71009,0.0009506,0.0009506,0.0009506
267,3422.77,0.20323,8.24831,0,0.1654,0.8945,0.99922,1,0.995,0.99336,0.95648,0.95714,0.97384,0.45471,4.09124,4.43212,0,1.66535,6.58166,0.00094664,0.00094664,0.00094664
268,3435.43,0.21008,8.32855,0,0.16277,0.89368,0.99922,1,0.995,0.995,0.95674,0.95714,0.97377,0.40915,4.07813,4.5317,0,1.65182,6.60675,0.00094268,0.00094268,0.00094268
269,3447.56,0.1839,7.94231,0,0.1623,0.88226,0.99928,1,0.995,0.99407,0.95644,0.95714,0.97328,0.44381,4.09441,4.43443,0,1.77945,6.71021,0.00093872,0.00093872,0.00093872
270,3459.56,0.19301,8.29338,0,0.16371,0.89754,0.99931,1,0.995,0.99062,0.95647,0.95714,0.97175,0.43907,4.10984,4.45217,0,1.72734,6.61208,0.00093476,0.00093476,0.00093476
271,3471.56,0.19324,7.98717,0,0.16104,0.89946,0.99925,1,0.995,0.995,0.95642,0.95714,0.97275,0.44813,4.10447,4.45064,0,1.8467,6.5257,0.0009308,0.0009308,0.0009308
272,3483.85,0.19564,7.8332,0,0.16557,0.89556,0.99929,1,0.995,0.98051,0.95645,0.95714,0.97268,0.44394,4.11612,4.68512,0,1.72776,6.52903,0.00092684,0.00092684,0.00092684
273,3497.87,0.19493,8.25664,0,0.16098,0.90153,0.99925,1,0.995,0.99287,0.95642,0.95714,0.97151,0.44892,4.09257,4.52509,0,1.73779,6.38065,0.00092288,0.00092288,0.00092288
274,3509.06,0.19092,8.3415,0,0.15574,0.88858,0.99922,1,0.995,0.995,0.95638,0.95714,0.97082,0.45237,4.08836,4.55285,0,1.77882,6.48731,0.00091892,0.00091892,0.00091892
275,3520.71,0.18705,7.92498,0,0.15575,0.88858,0.99922,1,0.995,0.98845,0.95639,0.95714,0.96972,0.45509,4.11321,4.45252,0,1.6934,6.52026,0.00091496,0.00091496,0.00091496
276,3532.6,0.19689,8.14672,0,0.16196,0.90025,0.99927,1,0.995,0.99335,0.95643,0.95714,0.96888,0.45657,4.11366,4.44587,0,1.74624,6.5228,0.000911,0.000911,0.000911
277,3544.51,0.17956,7.82063,0,0.15567,0.88661,0.99927,1,0.995,0.99449,0.94278,0.94286,0.95946,0.44587,4.12771,4.65016,0,1.78392,6.81196,0.00090704,0.00090704,0.00090704
278,3556.75,0.18129,7.57129,0,0.16246,0.8812,0.99924,1,0.995,0.99153,0.95642,0.95714,0.96618,0.45207,4.1168,4.86607,0,1.69094,6.7411,0.00090308,0.00090308,0.00090308
279,3576.71,0.19423,7.93464,0,0.16616,0.88328,0.99923,1,0.995,0.995,0.94303,0.94286,0.9599,0.43017,4.10357,4.69791,0,1.61462,6.51926,0.00089912,0.00089912,0.00089912
280,3588.51,0.19239,7.81404,0,0.16311,0.89141,0.9992,1,0.995,0.99307,0.94229,0.94286,0.9587,0.45552,4.06475,4.59739,0,1.66186,6.58867,0.00089516,0.00089516,0.00089516
281,3599.84,0.18184,7.59557,0,0.15934,0.88117,0.99925,1,0.995,0.995,0.95641,0.95714,0.96955,0.46383,4.08398,4.79097,0,1.6313,6.6249,0.0008912,0.0008912,0.0008912
282,3613.42,0.17832,8.3892,0,0.15859,0.88749,0.99918,1,0.995,0.99308,0.95634,0.95714,0.96967,0.43769,4.11805,4.66976,0,1.73552,6.68985,0.00088724,0.00088724,0.00088724
283,3625.69,0.18735,7.67569,0,0.1615,0.89347,0.99909,1,0.995,0.98975,0.95617,0.95714,0.96994,0.43642,4.08352,4.41361,0,1.72056,6.67649,0.00088328,0.00088328,0.00088328
284,3638.03,0.18378,7.74042,0,0.15905,0.88796,0.99923,1,0.995,0.99376,0.95641,0.95714,0.97089,0.44287,4.05927,4.39555,0,1.72202,6.73085,0.00087932,0.00087932,0.00087932
285,3650.66,0.20212,7.82318,0,0.1649,0.89082,0.99921,1,0.995,0.995,0.95638,0.95714,0.97278,0.44734,4.07039,4.3983,0,1.7365,6.66298,0.00087536,0.00087536,0.00087536
286,3663.17,0.20264,8.12742,0,0.16996,0.88995,0.99919,1,0.995,0.99449,0.95637,0.95714,0.97403,0.43089,4.07677,4.39523,0,1.67003,6.62975,0.0008714,0.0008714,0.0008714
287,3677.21,0.19083,8.07573,0,0.16476,0.88197,0.9992,1,0.995,0.995,0.91419,0.91429,0.94544,0.33997,4.07516,4.465,0,1.7697,6.8438,0.00086744,0.00086744,0.00086744
288,3689.33,0.18835,8.13064,0,0.16164,0.88305,0.99923,1,0.995,0.99313,0.95639,0.95714,0.96382,0.37326,4.07655,4.44277,0,1.75455,6.80282,0.00086348,0.00086348,0.00086348
289,3701.96,0.1781,7.53759,0,0.15795,0.89365,0.99919,1,0.995,0.99399,0.95637,0.95714,0.96664,0.42678,4.08782,4.41802,0,1.83876,6.86341,0.00085952,0.00085952,0.00085952
290,3713.74,0.16916,8.09153,0,0.15328,0.88451,0.99928,1,0.995,0.995,0.95645,0.95714,0.9709,0.43822,4.08055,4.45844,0,1.79957,6.77047,0.00085556,0.00085556,0.00085556
291,3725.96,0.18004,8.0722,0,0.15163,0.88887,0.99838,1,0.995,0.98988,0.95555,0.95714,0.97235,0.43592,4.12385,4.5069,0,1.88824,6.7012,0.0008516,0.0008516,0.0008516
292,3737.59,0.19923,8.32307,0,0.15932,0.89495,0.92071,1,0.98716,0.98575,0.88125,0.95714,0.95505,0.44592,4.11162,4.70426,0,1.84575,6.7917,0.00084764,0.00084764,0.00084764
293,3751.61,0.18294,7.81036,0,0.15704,0.8802,0.99925,1,0.995,0.99364,0.95643,0.95714,0.96355,0.4628,4.0788,4.58096,0,1.81324,6.68768,0.00084368,0.00084368,0.00084368
294,3763.74,0.16219,7.74074,0,0.14509,0.87071,0.96255,1,0.995,0.995,0.91781,0.95714,0.97284,0.47338,4.10488,4.55563,0,1.84044,6.62809,0.00083972,0.00083972,0.00083972
295,3779.71,0.16648,7.69275,0,0.14624,0.87364,0.99923,1,0.995,0.995,0.95641,0.95714,0.973,0.45506,4.09482,4.47248,0,1.76369,6.52694,0.00083576,0.00083576,0.00083576
296,3796.01,0.16674,7.88366,0,0.14598,0.88804,0.99925,1,0.995,0.995,0.95642,0.95714,0.97469,0.45929,4.07678,4.47754,0,1.72321,6.40998,0.0008318,0.0008318,0.0008318
297,3808.04,0.17285,7.70276,0,0.14943,0.87391,0.99928,1,0.995,0.99392,0.91614,0.91429,0.95084,0.43778,4.06969,4.47349,0,1.77535,6.51615,0.00082784,0.00082784,0.00082784
298,3821.44,0.16381,7.3238,0,0.14733,0.87264,0.99926,1,0.995,0.99466,0.95644,0.95714,0.97379,0.45006,4.05817,4.45932,0,1.77522,6.67765,0.00082388,0.00082388,0.00082388
299,3833.57,0.16392,7.89557,0,0.14548,0.87342,0.99925,1,0.995,0.99461,0.95642,0.95714,0.97377,0.45779,4.05922,4.48065,0,1.74606,6.71021,0.00081992,0.00081992,0.00081992
300,3845.58,0.18205,7.4377,0,0.15478,0.87159,0.99923,1,0.995,0.99455,0.95641,0.95714,0.97148,0.44272,4.06431,4.43173,0,1.7103,6.64163,0.00081596,0.00081596,0.00081596
301,3857.52,0.16649,7.75734,0,0.14679,0.8839,0.99927,1,0.995,0.995,0.95644,0.95714,0.97403,0.44847,4.05313,4.40544,0,1.688,6.71733,0.000812,0.000812,0.000812
302,3871.25,0.17691,7.83687,0,0.15246,0.88665,0.99926,1,0.995,0.995,0.94263,0.94286,0.96518,0.45104,4.06118,4.42985,0,1.74405,6.78976,0.00080804,0.00080804,0.00080804
303,3883.79,0.16812,7.67573,0,0.1522,0.88162,0.99924,1,0.995,0.995,0.9138,0.91429,0.93244,0.44462,4.08503,4.44797,0,1.72905,6.8032,0.00080408,0.00080408,0.00080408
304,3896.05,0.17232,7.61681,0,0.1507,0.86386,0.9985,1,0.995,0.995,0.95571,0.95714,0.95987,0.45721,4.09407,4.44626,0,1.88791,6.83583,0.00080012,0.00080012,0.00080012
305,3908.5,0.16365,8.0893,0,0.14571,0.87811,0.99924,1,0.995,0.995,0.95642,0.95714,0.9549,0.45458,4.10204,4.39573,0,1.82187,6.89524,0.00079616,0.00079616,0.00079616
306,3920,0.16312,7.29922,0,0.14439,0.87873,0.99928,1,0.995,0.99458,0.95645,0.95714,0.97222,0.46253,4.08815,4.43623,0,1.79302,6.75612,0.0007922,0.0007922,0.0007922
307,3932.18,0.15593,7.86209,0,0.1428,0.8771,0.99929,1,0.995,0.99454,0.95645,0.95714,0.97155,0.46178,4.09413,4.57451,0,1.86879,6.63262,0.00078824,0.00078824,0.00078824
308,3943.58,0.17073,8.23496,0,0.14478,0.88202,0.99927,1,0.995,0.988,0.95644,0.95714,0.9685,0.44345,4.07621,4.63506,0,1.85669,6.69474,0.00078428,0.00078428,0.00078428
309,3955.84,0.17421,7.82734,0,0.15393,0.87383,0.99927,1,0.995,0.99388,0.95644,0.95714,0.96847,0.43294,4.09983,4.8586,0,1.87934,6.61481,0.00078032,0.00078032,0.00078032
310,3969.04,0.16239,7.95396,0,0.14195,0.86943,0.99926,1,0.995,0.992,0.95644,0.95714,0.96784,0.44295,4.07125,4.58946,0,1.92213,6.86743,0.00077636,0.00077636,0.00077636
311,3981.99,0.17461,8.10438,0,0.14991,0.89003,0.99925,1,0.995,0.9909,0.95642,0.95714,0.96614,0.44165,4.11264,4.6534,0,1.82079,6.91428,0.0007724,0.0007724,0.0007724
312,3997.11,0.16083,7.70636,0,0.14399,0.86827,0.99925,1,0.995,0.98957,0.94215,0.94286,0.9563,0.43495,4.08126,4.72197,0,1.83756,6.87944,0.00076844,0.00076844,0.00076844
313,4010.95,0.16565,7.93027,0,0.15011,0.87398,0.99705,1,0.995,0.995,0.92583,0.92857,0.94169,0.43131,4.09034,4.68845,0,1.87997,6.74162,0.00076448,0.00076448,0.00076448
314,4023.88,0.15661,8.00579,0,0.146,0.87677,0.99892,1,0.995,0.99134,0.9561,0.95714,0.96785,0.43771,4.08295,4.7449,0,1.84845,6.72636,0.00076052,0.00076052,0.00076052
315,4037.21,0.16862,7.59854,0,0.14788,0.87182,0.99909,1,0.995,0.99309,0.95627,0.95714,0.97245,0.44209,4.10725,4.63864,0,1.7487,6.77356,0.00075656,0.00075656,0.00075656
316,4049.08,0.16254,7.67246,0,0.1414,0.88193,0.99923,1,0.995,0.98858,0.95641,0.95714,0.97211,0.42924,4.09647,4.64569,0,1.80762,6.75146,0.0007526,0.0007526,0.0007526
317,4061.31,0.15926,7.99983,0,0.14384,0.87049,0.99907,1,0.995,0.98733,0.95623,0.95714,0.97436,0.43186,4.09185,4.60326,0,1.8369,6.7861,0.00074864,0.00074864,0.00074864
318,4073.07,0.1596,7.59521,0,0.14332,0.87572,0.99566,1,0.995,0.98044,0.95436,0.95714,0.9723,0.41577,4.1559,4.5847,0,1.89802,6.77242,0.00074468,0.00074468,0.00074468
319,4085.42,0.16089,7.74741,0,0.14467,0.86571,0.99767,1,0.995,0.98348,0.95461,0.95714,0.96871,0.43556,4.12439,4.47413,0,1.87444,6.56274,0.00074072,0.00074072,0.00074072
320,4097.34,0.16679,7.62495,0,0.15028,0.88643,0.99859,1,0.995,0.995,0.96184,0.91429,0.94126,0.4108,4.14277,4.44492,0,1.89628,6.44687,0.00073676,0.00073676,0.00073676
321,4110.22,0.17701,8.04784,0,0.15317,0.88336,0.99897,1,0.995,0.995,0.94717,0.94286,0.96428,0.46321,4.09836,4.46598,0,1.87913,6.49891,0.0007328,0.0007328,0.0007328
322,4123.41,0.16432,7.75874,0,0.14318,0.8616,0.99927,1,0.995,0.995,0.95642,0.95714,0.97174,0.45849,4.09801,4.40178,0,1.80769,6.4451,0.00072884,0.00072884,0.00072884
323,4143.73,0.16184,7.64679,0,0.14097,0.88386,0.99923,1,0.995,0.995,0.94235,0.94286,0.96624,0.45649,4.07315,4.46629,0,1.77789,6.39401,0.00072488,0.00072488,0.00072488
324,4155.58,0.16197,7.60587,0,0.14167,0.88819,0.99923,1,0.995,0.99381,0.91399,0.91429,0.94678,0.46374,4.08381,4.50024,0,1.75064,6.51988,0.00072092,0.00072092,0.00072092
325,4170.95,0.16686,7.9509,0,0.14142,0.87629,0.99923,1,0.995,0.995,0.9564,0.95714,0.97327,0.47082,4.07231,4.48809,0,1.81627,6.6456,0.00071696,0.00071696,0.00071696
326,4184.13,0.16444,7.61041,0,0.14539,0.87276,0.99918,1,0.995,0.995,0.95683,0.95714,0.97542,0.4726,4.09155,4.59062,0,1.79052,6.6096,0.000713,0.000713,0.000713
327,4198.07,0.18093,7.86768,0,0.15455,0.89141,0.99922,1,0.995,0.9939,0.91408,0.91429,0.95086,0.45419,4.06059,4.54323,0,1.68548,6.67237,0.00070904,0.00070904,0.00070904
328,4209.89,0.16046,7.55632,0,0.14112,0.87796,0.99921,1,0.995,0.99378,0.95684,0.95714,0.97456,0.46883,4.089,4.49259,0,1.77657,6.63375,0.00070508,0.00070508,0.00070508
329,4221.92,0.15,7.556,0,0.13469,0.87943,0.99923,1,0.995,0.995,0.9564,0.95714,0.97384,0.46994,4.03921,4.44673,0,1.77484,6.60495,0.00070112,0.00070112,0.00070112
330,4233.04,0.15245,7.85093,0,0.13433,0.87569,0.99924,1,0.995,0.995,0.94214,0.94286,0.96669,0.43812,4.08369,4.41405,0,1.84656,6.6191,0.00069716,0.00069716,0.00069716
331,4245.18,0.15318,7.91577,0,0.13725,0.87305,0.99925,1,0.995,0.995,0.95642,0.95714,0.96212,0.41766,4.07391,4.41004,0,1.79879,6.77509,0.0006932,0.0006932,0.0006932
332,4258.36,0.17168,7.68644,0,0.15076,0.88214,0.99924,1,0.995,0.995,0.95642,0.95714,0.95088,0.40401,4.08635,4.40423,0,1.72772,6.57838,0.00068924,0.00068924,0.00068924
333,4270.6,0.18571,7.53411,0,0.15655,0.87793,0.99923,1,0.995,0.995,0.95641,0.95714,0.94712,0.42455,4.10797,4.39399,0,1.77782,6.55055,0.00068528,0.00068528,0.00068528
334,4283.45,0.1711,7.45758,0,0.14594,0.86439,0.99924,1,0.995,0.99215,0.94214,0.94286,0.95217,0.40801,4.11159,4.39277,0,1.84525,6.50827,0.00068132,0.00068132,0.00068132
335,4296.91,0.16633,7.62718,0,0.14584,0.88831,0.99925,1,0.995,0.99169,0.8994,0.9,0.91826,0.36977,4.06697,4.43591,0,1.80291,6.62303,0.00067736,0.00067736,0.00067736
336,4308.76,0.15884,7.75209,0,0.14302,0.87732,0.99925,1,0.995,0.995,0.95642,0.95714,0.95958,0.37793,4.06462,4.4455,0,1.89562,6.70368,0.0006734,0.0006734,0.0006734
337,4320.42,0.16152,8.18446,0,0.14311,0.87798,0.99923,1,0.995,0.995,0.91358,0.91429,0.88277,0.38721,4.07805,4.40264,0,1.77986,6.76282,0.00066944,0.00066944,0.00066944
338,4334.41,0.15644,7.58968,0,0.14356,0.87386,0.99922,1,0.995,0.995,0.91357,0.91429,0.91872,0.39982,4.05331,4.44178,0,1.74185,6.72203,0.00066548,0.00066548,0.00066548
339,4348.5,0.17405,7.61705,0,0.15137,0.8769,0.99921,1,0.995,0.99426,0.92805,0.92857,0.95194,0.41388,4.05864,4.44962,0,1.77383,6.78117,0.00066152,0.00066152,0.00066152
340,4360.9,0.16478,7.85417,0,0.14378,0.87465,0.99921,1,0.995,0.99222,0.95654,0.95714,0.97218,0.42707,4.06008,4.41113,0,1.86698,6.8708,0.00065756,0.00065756,0.00065756
341,4372.49,0.14988,7.86944,0,0.13568,0.88037,0.99922,1,0.995,0.99353,0.95646,0.95714,0.97214,0.41907,4.0661,4.42504,0,1.88759,6.84058,0.0006536,0.0006536,0.0006536
342,4386.27,0.14511,7.98273,0,0.13582,0.87844,0.99922,1,0.995,0.9913,0.92785,0.92857,0.89467,0.34209,4.03878,4.46132,0,1.75926,6.66915,0.00064964,0.00064964,0.00064964
343,4397.92,0.15486,7.63672,0,0.14087,0.87781,0.99924,1,0.995,0.995,0.92786,0.92857,0.92966,0.39304,4.06588,4.43786,0,1.81153,6.85833,0.00064568,0.00064568,0.00064568
344,4410.88,0.15961,7.63488,0,0.13637,0.87921,0.99925,1,0.995,0.995,0.95643,0.95714,0.96939,0.4306,4.04934,4.40592,0,1.83257,6.97738,0.00064172,0.00064172,0.00064172
345,4422,0.1492,7.54508,0,0.13586,0.86702,0.99925,1,0.995,0.99319,0.94215,0.94286,0.92396,0.39873,4.03648,4.40218,0,1.80943,6.92879,0.00063776,0.00063776,0.00063776
346,4435.2,0.14866,7.91603,0,0.13515,0.87204,0.99926,1,0.995,0.995,0.91361,0.91429,0.86935,0.36697,4.06382,4.4527,0,1.87884,6.91142,0.0006338,0.0006338,0.0006338
347,4449.1,0.15674,7.7775,0,0.13826,0.8798,0.99925,1,0.995,0.9946,0.9136,0.91429,0.87447,0.39291,4.08267,4.42703,0,1.86075,6.86478,0.00062984,0.00062984,0.00062984
348,4460.25,0.17007,7.51762,0,0.13971,0.88197,0.99925,1,0.995,0.99215,0.92787,0.92857,0.9309,0.41953,4.06905,4.41399,0,1.87883,6.83452,0.00062588,0.00062588,0.00062588
349,4474.37,0.16525,7.62482,0,0.14243,0.88396,0.99925,1,0.995,0.995,0.92805,0.92857,0.9557,0.43498,4.06088,4.41802,0,1.85115,6.76085,0.00062192,0.00062192,0.00062192
350,4486.9,0.1531,7.4042,0,0.13462,0.88411,0.99908,1,0.995,0.995,0.95626,0.95714,0.97264,0.45349,4.07459,4.39546,0,1.87032,6.75053,0.00061796,0.00061796,0.00061796
351,4498.94,0.14294,7.48341,0,0.13177,0.86349,0.99919,1,0.995,0.99432,0.95635,0.95714,0.97023,0.45259,4.07455,4.40762,0,1.85754,6.6845,0.000614,0.000614,0.000614
352,4512.73,0.13309,7.73849,0,0.12512,0.87433,0.99924,1,0.995,0.995,0.95642,0.95714,0.97119,0.45197,4.05863,4.43231,0,1.81216,6.61421,0.00061004,0.00061004,0.00061004
353,4525.9,0.13782,7.72119,0,0.12798,0.87002,0.99924,1,0.995,0.995,0.95644,0.95714,0.97428,0.44456,4.05119,4.399,0,1.79787,6.56096,0.00060608,0.00060608,0.00060608
354,4537.68,0.14538,7.67792,0,0.1327,0.87549,0.99924,1,0.995,0.9926,0.94214,0.94286,0.96274,0.44959,4.0504,4.38366,0,1.82738,6.57434,0.00060212,0.00060212,0.00060212
355,4552.58,0.14519,7.90978,0,0.13446,0.87836,0.99923,1,0.995,0.995,0.95651,0.95714,0.97387,0.45458,4.07627,4.40732,0,1.81221,6.78879,0.00059816,0.00059816,0.00059816
356,4564.55,0.14987,7.85483,0,0.13455,0.88689,0.99921,1,0.995,0.995,0.95639,0.95714,0.97211,0.4574,4.06799,4.41586,0,1.80054,6.87923,0.0005942,0.0005942,0.0005942
357,4577.5,0.15866,7.50451,0,0.1341,0.86546,0.99921,1,0.995,0.995,0.95639,0.95714,0.97328,0.45052,4.07459,4.44937,0,1.76657,6.82934,0.00059024,0.00059024,0.00059024
358,4589.87,0.15237,7.40958,0,0.13566,0.88427,0.99921,1,0.995,0.99435,0.95693,0.95714,0.97387,0.44399,4.07478,4.40832,0,1.7551,6.81157,0.00058628,0.00058628,0.00058628
359,4602.82,0.15073,7.72387,0,0.13108,0.8814,0.99923,1,0.995,0.99449,0.95641,0.95714,0.97305,0.45949,4.04776,4.42166,0,1.7746,6.79379,0.00058232,0.00058232,0.00058232
360,4614.79,0.15147,7.80647,0,0.1317,0.87578,0.99922,1,0.995,0.995,0.92833,0.92857,0.95365,0.45349,4.03845,4.40906,0,1.73017,7.00192,0.00057836,0.00057836,0.00057836
361,4627.66,0.16143,7.81604,0,0.13947,0.85978,0.9992,1,0.995,0.99436,0.94278,0.94286,0.96332,0.44961,4.03157,4.46126,0,1.66536,7.11526,0.0005744,0.0005744,0.0005744
362,4639.8,0.15927,7.35834,0,0.13653,0.88338,0.99921,1,0.995,0.99438,0.94253,0.94286,0.96428,0.44814,4.05024,4.52682,0,1.68343,7.1131,0.00057044,0.00057044,0.00057044
363,4651.71,0.16246,7.70553,0,0.13669,0.87206,0.99918,1,0.995,0.99252,0.94236,0.94286,0.965,0.44527,4.06475,4.5149,0,1.73938,6.98937,0.00056648,0.00056648,0.00056648
364,4663.46,0.15558,7.53219,0,0.13503,0.87589,0.99906,1,0.995,0.99499,0.94195,0.94286,0.9555,0.43693,4.06357,4.53674,0,1.82519,6.94994,0.00056252,0.00056252,0.00056252
365,4677.14,0.13903,7.70459,0,0.12887,0.88035,0.99875,1,0.995,0.99499,0.91312,0.91429,0.9298,0.40254,4.0616,4.49269,0,1.85905,6.9156,0.00055856,0.00055856,0.00055856
366,4689.54,0.15048,7.67375,0,0.13509,0.86179,0.99835,1,0.995,0.99449,0.95553,0.95714,0.9667,0.42048,4.06532,4.45061,0,1.79572,6.87658,0.0005546,0.0005546,0.0005546
367,4704.2,0.14542,7.43424,0,0.13064,0.86751,0.99852,1,0.995,0.99375,0.95569,0.95714,0.96785,0.43106,4.06686,4.44159,0,1.81454,6.8252,0.00055064,0.00055064,0.00055064
368,4717.35,0.14872,7.62626,0,0.12943,0.87754,0.99924,1,0.995,0.995,0.95642,0.95714,0.97266,0.45463,4.05997,4.4651,0,1.85649,6.70851,0.00054668,0.00054668,0.00054668
369,4729.9,0.15203,7.54507,0,0.13239,0.86231,0.99927,1,0.995,0.99461,0.95643,0.95714,0.97069,0.45137,4.06141,4.42891,0,1.84376,6.75616,0.00054272,0.00054272,0.00054272
370,4741.12,0.14272,7.18705,0,0.1289,0.86393,0.99926,1,0.995,0.995,0.95643,0.95714,0.9503,0.42782,4.0772,4.43068,0,1.87318,6.90391,0.00053876,0.00053876,0.00053876
371,4754.76,0.13909,7.62363,0,0.12643,0.87069,0.99903,1,0.995,0.995,0.95619,0.95714,0.97511,0.4734,4.06886,4.42798,0,1.88305,6.86458,0.0005348,0.0005348,0.0005348
372,4769.98,0.13081,7.52132,0,0.12147,0.85188,0.99907,1,0.995,0.995,0.95622,0.95714,0.97455,0.48043,4.08154,4.41855,0,1.89461,6.85253,0.00053084,0.00053084,0.00053084
373,4785.55,0.14991,7.3862,0,0.13038,0.88635,0.99866,1,0.995,0.995,0.95582,0.95714,0.97208,0.47104,4.0696,4.43049,0,1.87852,6.87238,0.00052688,0.00052688,0.00052688
374,4798.36,0.15364,7.74591,0,0.13166,0.87622,0.99872,1,0.995,0.995,0.95589,0.95714,0.97145,0.46843,4.05755,4.42562,0,1.79931,6.80972,0.00052292,0.00052292,0.00052292
375,4812.35,0.13947,7.37137,0,0.12932,0.86427,0.99915,1,0.995,0.98966,0.95631,0.95714,0.97064,0.45459,4.06885,4.46327,0,1.81834,6.84496,0.00051896,0.00051896,0.00051896
376,4823.54,0.14434,7.22057,0,0.12786,0.88039,0.99924,1,0.995,0.99249,0.9564,0.95714,0.97106,0.45201,4.07218,4.48186,0,1.76943,6.80614,0.000515,0.000515,0.000515
377,4835.24,0.14347,7.65486,0,0.12664,0.88103,0.99924,1,0.995,0.99411,0.94232,0.94286,0.96377,0.45265,4.05474,4.51021,0,1.83395,6.71014,0.00051104,0.00051104,0.00051104
378,4847.05,0.14101,7.53077,0,0.12844,0.87171,0.99922,1,0.995,0.99397,0.94234,0.94286,0.96639,0.45479,4.05283,4.49295,0,1.88799,6.76542,0.00050708,0.00050708,0.00050708
379,4860.52,0.14421,7.64695,0,0.12572,0.86936,0.99922,1,0.995,0.994,0.95656,0.95714,0.97282,0.45203,4.05456,4.52041,0,1.852,6.78921,0.00050312,0.00050312,0.00050312
380,4874.97,0.15665,7.75713,0,0.12917,0.87044,0.99923,1,0.995,0.99416,0.95641,0.95714,0.97118,0.4631,4.08301,4.48038,0,1.88845,6.94326,0.00049916,0.00049916,0.00049916
381,4886.77,0.17187,7.52355,0,0.13298,0.86893,0.99926,1,0.995,0.99428,0.95642,0.95714,0.97018,0.46608,4.08745,4.55282,0,1.89181,6.94376,0.0004952,0.0004952,0.0004952
382,4899.83,0.14844,7.56755,0,0.12518,0.87133,0.99932,1,0.995,0.99426,0.95647,0.95714,0.97085,0.46527,4.08057,4.45618,0,1.8596,6.76608,0.00049124,0.00049124,0.00049124
383,4912.4,0.15236,7.35115,0,0.13244,0.88037,0.99949,1,0.995,0.99429,0.95663,0.95714,0.97074,0.46663,4.08166,4.49511,0,1.77394,6.76411,0.00048728,0.00048728,0.00048728
384,4924.13,0.14714,7.83334,0,0.12804,0.8705,0.99948,1,0.995,0.99383,0.95662,0.95714,0.97119,0.47639,4.09597,4.45434,0,1.77502,6.82068,0.00048332,0.00048332,0.00048332
385,4935.95,0.14589,7.68216,0,0.12688,0.87432,0.99943,1,0.995,0.995,0.95655,0.95714,0.97009,0.4613,4.09331,4.4653,0,1.83376,6.75008,0.00047936,0.00047936,0.00047936
386,4947.37,0.12818,7.5137,0,0.12419,0.86587,0.99898,1,0.995,0.9943,0.95607,0.95714,0.97211,0.42572,4.10107,4.52604,0,1.82143,6.76005,0.0004754,0.0004754,0.0004754
387,4959.31,0.13835,7.41428,0,0.12117,0.87275,0.99918,1,0.995,0.995,0.95636,0.95714,0.97079,0.44724,4.07533,4.49329,0,1.86699,6.70836,0.00047144,0.00047144,0.00047144
388,4971.02,0.14013,7.70726,0,0.12773,0.86301,0.99922,1,0.995,0.98995,0.95638,0.95714,0.97148,0.44094,4.08903,4.51635,0,1.86827,6.79719,0.00046748,0.00046748,0.00046748
389,4982.95,0.13934,7.37908,0,0.12494,0.8666,0.9992,1,0.995,0.99373,0.95638,0.95714,0.97203,0.44638,4.09882,4.52041,0,1.91115,6.90198,0.00046352,0.00046352,0.00046352
390,4994.72,0.1365,7.67214,0,0.12542,0.86913,0.99923,1,0.995,0.99206,0.9564,0.95714,0.97255,0.43015,4.09069,4.42659,0,1.88171,6.73072,0.00045956,0.00045956,0.00045956
391,5006.55,0.14631,7.45933,0,0.12959,0.86947,0.99884,1,0.995,0.99414,0.95601,0.95714,0.97282,0.44911,4.10685,4.39742,0,1.88208,6.80295,0.0004556,0.0004556,0.0004556
